No,Nama Mahasiswa,Kampus,Prodi,Semester (1-6),Jam Tidur (0-11),Jam Bangun (0-12),Rata-Rata Screentime (0-18),Punya Pacar (Ya atau Tidak),Fekuensi Malam Minggu (0-3),Bermain Judol (Ya atau Tidak),Waktu Belajar (0-12),Pekerjaan Sampingan (Ya atau Tidak),IPK
635,Corresponden 635,Universitas 33,Pendidikan bahasa Inggris,4,23:00:00,5:00:00,6,Tidak,1,Tidak,9,Tidak,3.63
636,Corresponden 636,Universitas 51,Manajemen Pemasaran,4,0:00:00,7:00:00,2,Tidak,2,Tidak,1,Tidak,3.85
637,Corresponden 637,Universitas 36,Manajemen,6,23:00:00,3:00:00,4,Tidak,1,Tidak,3,Tidak,3.77
638,Corresponden 638,Universitas 50,Broadcasting,4,23:00:00,3:00:00,4,Ya,2,Tidak,7,Tidak,3.8
639,Corresponden 639,Universitas 197,Administrasi Bisnis Internasional,3,1:00:00,5:00:00,11,Tidak,1,Tidak,1,Tidak,3.5
640,Corresponden 640,Universitas 51,Ilmu Hukum,8,22:00:00,5:00:00,6,Tidak,0,Tidak,7,Ya,3.98
641,Corresponden 641,Universitas 51,Agroekoteknologi,2,0:00:00,5:00:00,4,Ya,2,Tidak,5,Tidak,3.55
642,Corresponden 642,Universitas 27,Ilmu Komunikasi,2,21:00:00,4:00:00,5,Tidak,2,Tidak,3,Tidak,3.75
643,Corresponden 643,Universitas 27,Teknik Industri,4,23:00:00,5:00:00,1,Ya,3,Tidak,3,Ya,3.88
644,Corresponden 644,Universitas 6,Film,4,21:00:00,8:00:00,8,Ya,2,Ya,1,Ya,3.66
645,Corresponden 645,Universitas 198,Automotive and Robotic Engineering,6,23:00:00,5:00:00,10,Tidak,1,Tidak,5,Tidak,3.83
646,Corresponden 646,Universitas 112,Teknik Informatika,2,23:00:00,4:00:00,5,Tidak,1,Tidak,5,Tidak,3.65
647,Corresponden 647,Universitas 36,Tata boga,1,22:00:00,4:00:00,3,Tidak,1,Tidak,2,Tidak,4
648,Corresponden 648,Universitas 33,Pendidikan Guru Sekolah Dasar,8,22:00:00,5:00:00,4,Tidak,0,Tidak,7,Tidak,3.94
649,Corresponden 649,Universitas 96,Administrasi Perkantoran,8,21:00:00,4:00:00,7,Ya,2,Tidak,3,Tidak,3.76
650,Corresponden 650,Universitas 103,Ilmu Komunikasi,4,22:00:00,6:00:00,6,Ya,3,Tidak,3,Ya,3.89
651,Corresponden 651,Universitas 27,Manajemen,8,23:00:00,6:00:00,7,Tidak,3,Tidak,1,Ya,3.8
652,Corresponden 652,Universitas 54,Akuntansi,2,23:00:00,4:00:00,4,Tidak,1,Tidak,3,Tidak,3.68
653,Corresponden 653,Universitas 36,Ilmu Ekonomi,8,21:00:00,5:00:00,7,Ya,1,Tidak,3,Tidak,3.56
654,Corresponden 654,Universitas 18,Bisnis Digital,2,23:00:00,5:00:00,4,Tidak,0,Tidak,2,Tidak,3.85
655,Corresponden 655,Universitas 11,Sistem Informasi Industri Otomotif,2,22:00:00,5:00:00,4,Ya,1,Tidak,6,Tidak,3.85
656,Corresponden 656,Universitas 187,Kebidanan,2,21:00:00,4:00:00,2,Tidak,3,Tidak,1,Tidak,3.8
657,Corresponden 657,Universitas 19,Psikologi,4,23:00:00,7:00:00,2,Ya,1,Tidak,5,Ya,3.7
658,Corresponden 658,Universitas 30,Kedokteran,2,23:00:00,5:00:00,4,Tidak,1,Tidak,5,Tidak,3.5
659,Corresponden 659,Universitas 11,Teknologi Rekayasa Otomotif,2,22:00:00,5:00:00,4,Tidak,1,Tidak,8,Tidak,2.8
660,Corresponden 660,Universitas 2,Sains dan Teknologi,4,23:00:00,5:00:00,6,Tidak,1,Tidak,1,Ya,3.73
661,Corresponden 661,Universitas 199,Akuntansi,1,0:00:00,5:00:00,6,Tidak,1,Tidak,1,Ya,3.8
662,Corresponden 662,Universitas 87,Teknik Multimedia Digital,4,0:00:00,5:00:00,10,Ya,1,Tidak,9,Ya,3.77
663,Corresponden 663,Universitas 200,Pendidikan Fisika,8,23:00:00,5:00:00,8,Ya,1,Tidak,5,Ya,3.71
664,Corresponden 664,Universitas 61,Rekayasa Minyak dan Gas,2,23:00:00,5:00:00,6,Tidak,1,Tidak,7,Tidak,2.74
665,Corresponden 665,Universitas 11,Teknik Kimia Polimer,2,0:00:00,4:00:00,4,Tidak,1,Tidak,5,Tidak,3.83
666,Corresponden 666,Universitas 134,Pendidikan Tata Boga,2,23:00:00,4:00:00,4,Ya,1,Tidak,9,Tidak,3.91
667,Corresponden 667,Universitas 64,Pendidikan Agama Islam,6,22:00:00,3:00:00,4,Tidak,1,Tidak,3,Tidak,3.78
668,Corresponden 668,Universitas 201,Kebidanan,2,23:00:00,5:00:00,2,Tidak,1,Tidak,7,Tidak,3.67
669,Corresponden 669,Universitas 11,Sistem Informasi Industri Otomotif,2,21:00:00,5:00:00,8,Tidak,2,Tidak,5,Ya,4
670,Corresponden 670,Universitas 2,Teknik Informatika,4,23:00:00,4:00:00,6,Tidak,1,Tidak,9,Ya,3.6
671,Corresponden 671,Universitas 50,Multimedia,5,3:00:00,6:00:00,17,Ya,1,Ya,1,Tidak,2.89
672,Corresponden 672,Universitas 111,Teknik Sipil,2,23:00:00,5:00:00,4,Tidak,2,Tidak,3,Tidak,3.5
673,Corresponden 673,Universitas 92,Komputerisasi Akuntansi,5,23:00:00,5:00:00,5,Tidak,1,Tidak,3,Ya,3
674,Corresponden 674,Universitas 51,Statistika,2,23:00:00,5:00:00,9,Ya,1,Tidak,3,Tidak,3.73
675,Corresponden 675,Universitas 29,Manajemen,2,1:00:00,5:00:00,6,Tidak,2,Tidak,3,Ya,3.6
676,Corresponden 676,Universitas 6,Digital Business Innovation,2,23:00:00,7:00:00,6,Tidak,2,Tidak,3,Tidak,3.36
677,Corresponden 677,Universitas 27,Ilmu Komunikasi,2,22:00:00,4:00:00,1,Ya,1,Tidak,1,Ya,3.21
678,Corresponden 678,Universitas 191,Manajemen,2,22:00:00,5:00:00,7,Ya,1,Tidak,5,Tidak,3.78
679,Corresponden 679,Universitas 27,Manajemen,2,22:00:00,5:00:00,5,Tidak,2,Tidak,3,Ya,3.72
680,Corresponden 680,Universitas 202,Keperawatan,2,1:00:00,4:00:00,3,Tidak,1,Tidak,9,Tidak,3.8
681,Corresponden 681,Universitas 203,teknik mesin,6,1:00:00,8:00:00,11,Ya,2,Ya,1,Ya,3
682,Corresponden 682,Universitas 45,Akutansi,2,22:00:00,5:00:00,4,Ya,1,Tidak,3,Tidak,3.72
683,Corresponden 683,Universitas 51,Ilmu Perikanan,2,22:00:00,5:00:00,4,Tidak,1,Tidak,9,Tidak,3.58
684,Corresponden 684,Universitas 117,Teknik Informatika,2,22:00:00,5:00:00,6,Tidak,2,Tidak,5,Tidak,3.88
685,Corresponden 685,Universitas 4,Teknologi Informasi,2,0:00:00,8:00:00,2,Tidak,1,Tidak,3,Ya,3.25
686,Corresponden 686,Universitas 19,Hukum,6,1:00:00,7:00:00,5,Ya,2,Ya,1,Tidak,2.8
687,Corresponden 687,Universitas 18,Matematika,2,22:00:00,4:00:00,5,Tidak,1,Tidak,3,Tidak,3.42
688,Corresponden 688,Universitas 68,Akuntansi Perpajakan,4,23:00:00,5:00:00,3,Tidak,1,Tidak,5,Tidak,3.6
689,Corresponden 689,Universitas 50,IT,4,0:00:00,8:00:00,8,Ya,3,Tidak,5,Ya,3.2
690,Corresponden 690,Universitas 96,Teknik Industri,2,23:00:00,5:00:00,12,Tidak,3,Tidak,5,Ya,3.5
691,Corresponden 691,Universitas 2,Sistem Informasi,4,23:00:00,5:00:00,4,Tidak,3,Tidak,5,Tidak,3.65
692,Corresponden 692,Universitas 204,Manajemen,8,22:00:00,5:00:00,4,Ya,2,Tidak,1,Ya,3.44
693,Corresponden 693,Universitas 70,Psikologi,2,23:00:00,6:00:00,5,Tidak,1,Ya,3,Tidak,3.34
694,Corresponden 694,Universitas 18,Pendidikan Seni Musik,2,0:00:00,4:00:00,3,Tidak,2,Tidak,7,Ya,3.94
695,Corresponden 695,Universitas 33,Ilmu komunikasi,6,23:00:00,5:00:00,11,Ya,2,Tidak,1,Ya,3.3
696,Corresponden 696,Universitas 6,Accounting Technology,2,21:00:00,4:00:00,5,Tidak,3,Tidak,5,Tidak,3.67
697,Corresponden 697,Universitas 14,Sistem Informasi,8,23:00:00,3:00:00,9,Tidak,2,Tidak,1,Ya,3
698,Corresponden 698,Universitas 61,Rekayasa Minyak Dan Gas,2,22:00:00,7:00:00,6,Tidak,1,Tidak,5,Tidak,2.8
699,Corresponden 699,Universitas 185,Hukum,5,0:00:00,8:00:00,8,Tidak,3,Ya,5,Tidak,3.3
700,Corresponden 700,Universitas 6,Akuntansi,4,23:00:00,7:00:00,3,Ya,0,Tidak,3,Ya,3.88
701,Corresponden 701,Universitas 139,Psikologi,4,22:00:00,7:00:00,8,Ya,3,Tidak,3,Ya,3.5
702,Corresponden 702,Universitas 27,Ilmu Komunikasi,2,0:00:00,5:00:00,6,Tidak,1,Tidak,3,Tidak,3.62
703,Corresponden 703,Universitas 63,keperawatan,4,0:00:00,4:00:00,8,Tidak,0,Tidak,7,Tidak,3.83
704,Corresponden 704,Universitas 9,Teknik Informatika,2,0:00:00,6:00:00,6,Ya,2,Tidak,5,Ya,3.53
705,Corresponden 705,Universitas 24,Teknologi Informasi,2,22:00:00,6:00:00,2,Ya,3,Tidak,1,Ya,3.15
706,Corresponden 706,Universitas 51,Statistika,2,22:00:00,5:00:00,4,Tidak,1,Tidak,5,Tidak,3.9
707,Corresponden 707,Universitas 6,Teknik Sipil,4,23:00:00,9:00:00,3,Tidak,1,Tidak,3,Tidak,3.56
708,Corresponden 708,Universitas 205,Antropologi Budaya,8,23:00:00,5:00:00,6,Ya,1,Tidak,7,Tidak,3.88
709,Corresponden 709,Universitas 54,Ilmu Komunikasi,8,1:00:00,5:00:00,6,Tidak,1,Tidak,3,Tidak,3.76
710,Corresponden 710,Universitas 179,Manajemen,2,1:00:00,5:00:00,5,Ya,2,Tidak,1,Ya,3.85
711,Corresponden 711,Universitas 29,Psikologi,2,23:00:00,5:00:00,5,Tidak,2,Tidak,4,Tidak,3.7
712,Corresponden 712,Universitas 38,Ilmu Komunikasi,2,22:00:00,5:00:00,6,Ya,1,Tidak,9,Ya,3.4
713,Corresponden 713,Universitas 65,Pendidikan Bahasa Inggris,2,20:00:00,6:00:00,7,Tidak,0,Tidak,9,Tidak,3.59
714,Corresponden 714,Universitas 62,Teknik Informatika,3,2:00:00,6:00:00,4,Tidak,2,Tidak,5,Tidak,3.64
715,Corresponden 715,Universitas 9,Ilmu Komunikasi,2,0:00:00,5:00:00,5,Ya,3,Tidak,9,Ya,3.74
716,Corresponden 716,Universitas 33,Farmasi,4,23:00:00,5:00:00,6,Tidak,1,Tidak,3,Tidak,3.88
717,Corresponden 717,Universitas 18,Pendidikan Kimia,2,23:00:00,5:00:00,4,Tidak,1,Tidak,3,Tidak,3.64
718,Corresponden 718,Universitas 134,Teknik Elektro,8,21:00:00,5:00:00,7,Ya,2,Tidak,3,Ya,3.24
719,Corresponden 719,Universitas 77,Teknik Informatika,2,22:00:00,4:00:00,4,Ya,2,Tidak,7,Ya,3.74
720,Corresponden 720,Universitas 206,Psikologi,2,23:00:00,5:00:00,5,Tidak,2,Tidak,3,Tidak,3.9
721,Corresponden 721,Universitas 103,Kedokteran,2,0:00:00,4:00:00,2,Ya,0,Tidak,9,Tidak,3.75
